5.8,19.1900015
6.49,19.0700005
4.52,20.9900005
4.52,18.4200005
6.09,19.5100005
4.08,18.4599995
6.8,20.6100015
5.98,20.2800015
5.82,21.1100015
4.72,20.5100005
3.59,19.8300005
4.99,18.7999995
3.55,19.6100015
4.22,18.6399995
4.83,18.8799995
4.24,20.6000005
5.14,19.3500005
3.81,19.9400015
5.43,21.4500015
4.74,18.8099995
5.68,20.6800005
4.67,20.4000005
6.23,19.9400015
5.76,18.3799995
4.56,20.6000005
6.02,20.9500015
3.78,20.5100005
5.82,20.0800005
4.16,19.7000015
4.27,19.0700005
3.57,19.0900005
6.11,20.2600005
6.1,18.4000005
6.07,18.8400005
6.39,21.3799995
4.6,20.5100005
5.49,21.5900005
6.58,19.2600005
3.37,19.2999995
5.47,20.3400005
6.13,20.9300005
4.85,18.3500005
4.38,19.6500005
4.48,21.3799995
5.73,20.6399995
4.87,19.6600005
3.13,20.0599995
19.57,5.3700006
20.290001,4.1800006
18.370001,5.1600006
19.709999,5.0500006
18.16,5.7900006
19.540001,6.2800006
20.08,3.3500006
21.370001,5.6400006
20.969999,4.3800006
19.870001,3.9400006
21.51,3.7700006
21.450001,4.9000006
21.530001,3.7400006
20.370001,3.2000006
18.5,6.1200006
18.85,5.1500006
19.639999,5.0700006
21.24,5.3000006
18.49,4.1900006
19.549999,3.1000006
19.66,4.9800006
19.92,5.4500006
19.23,3.6500006
20.93,5.0500006
20.370001,5.8100006
18.51,3.9900006
20.200001,4.4000006
21.540001,6.0800006
18.84,5.1800006
19.440001,3.2800006
21.49,4.0700006
20.73,6.4400006
19.809999,5.4700006
19.77,5.3200006
18.360001,4.4300006
20.129999,6.7000006
19.110001,6.3100006
20.24,3.2300006
20.040001,6.3900006
18.84,3.8000006
19.700001,6.7800006
20.200001,5.6300006
20.280001,3.4600006
21.190001,3.6000006
21.030001,3.9200006
19.99,4.9500006
20.879999,5.5300006
19.120001,4.5600006
19.9,5.6700006
21.15,5.5200006

